Id,SalePrice
127,148043.65154547238
1371,125422.33127809447
1014,175317.9125157435
1507,60395.93666603297
702,155878.70102092263
750,139318.65575911733
261,141604.16772292793
1559,63138.745685243586
577,202553.50358817235
2812,195102.17528127096
2080,153581.9748340938
1368,83406.28077725347
2376,129899.69555446025
659,120117.08386741267
1235,130032.47124058177
332,46332.408335272776
1917,138655.374085154
2094,243099.44128940805
1460,250683.5442751022
1471,221019.75579964594
1509,117464.04515279719
1922,118570.86307754251
433,412675.9310651513
460,297529.09388091776
1116,227052.73878772135
1137,170056.32078562584
53,191582.28750912572
2354,249344.68163316592
1475,198088.16101230698
1761,427472.3319587647
842,132562.1266944551
2739,180126.4124795498
2509,159068.64118917906
1007,204590.84266828911
2610,171495.97989644742
1952,95088.51943138805
2719,173455.82548492448
2921,85319.03868138477
1966,136705.09206526476
292,109344.20953226658
1204,194752.1585669438
1829,247497.13443039783
2419,189384.86370280443
391,166939.90443794226
798,120981.50623954329
481,215411.59524150786
193,187891.3423731197
555,122020.38657054432
899,44989.16369615728
2357,179116.88014470562
328,133544.09331577437
1356,118166.04198245608
1154,112886.55356013318
1730,191524.1384716429
2249,159314.6174343361
1119,275974.960531223
2856,140783.04421347028
1394,131240.3540431424
2587,131136.60636235756
61,305519.3563170764
2661,163370.92430225617
2711,124486.06409438333
1147,188878.56231832193
757,136894.15789504288
2623,69985.84385025068
2378,151536.4739447465
1413,142220.14389129967
1722,253294.95907767105
1112,230019.7889876086
1623,184538.91826497568
1201,215398.13096933515
1513,115920.27771018285
957,371308.2025496543
1171,256860.17248578457
1145,197188.11221602556
2726,205761.62012637188
703,150920.15094711317
760,88032.35411508956
1964,148431.20280277927
2512,197911.85758763118
159,140085.56042924678
1281,178897.2077721851
468,202225.40019016585
290,125621.09225291997
665,110304.27805778537
1463,247255.35637945868
1792,204170.562363944
923,143989.42474188545
500,279342.7604641575
1408,127800.48866748625
331,51751.50985588346
170,157030.07679846667
2192,92575.74205938376
2571,283092.97629182175
2314,165089.8519118338
2647,84981.31951301906
422,389194.1238662867
2457,309824.3036716733
1838,195274.38382738316
2805,252409.53210405697
1645,159924.61792129197
1711,315051.9398621287
2825,243807.95642561093
322,330966.5558102815
2103,250261.70210847358
342,115815.30516422841
600,111077.8709792159
488,173086.2812642608
1725,310909.1683298963
2246,269297.82041222416
2847,149308.1936952534
806,231540.84590307233
530,230243.6980836861
963,191308.33573260353
2678,93284.37564470504
171,61690.03824371478
2401,381364.34212998895
805,228560.16063286018
2259,230066.40239402105
1748,216780.49088738416
1361,125365.20157462533
1677,118643.55652925077
1406,159647.6728835779
2322,249131.92766620227
688,147456.45816660227
143,127308.7756476553
804,212796.85141583267
1214,167791.76011449748
2828,154575.16142115413
1999,202709.04369858775
2467,187029.12118761727
2665,174384.88120805332
1538,304012.24801153323
398,113421.03129457565
2822,151331.28781371412
2157,162789.23096452953
1856,188264.5225607509
1269,101088.42821694222
2570,107628.81582935454
2320,247459.90680937897
1517,122333.66644459902
2304,79266.0375673429
1312,101894.63057778272
2012,136612.51186579722
506,267987.570862032
2865,186756.70708915457
2367,105009.89896395525
554,86835.57857306559
238,140517.67072304452
1954,102811.28472028686
2488,137347.87404088755
2291,86410.32902990928
1969,88947.36571607554
2725,160255.79967583212
1482,170883.89181924943
2763,205462.73329001263
503,272596.9134856734
1584,256670.2807195293
1531,174172.61807214867
2210,174248.49980452372
459,329345.92610424873
556,119232.4019168307
1347,138228.52399178242
1290,72445.22837836255
1388,71008.4685507269
1571,321904.0895731903
2754,211919.27982863167
765,155544.8726159615
2494,109856.49655466384
2870,199805.9999477316
7,259551.9866739427
1114,235638.8078708014
2418,264615.81649435585
291,96456.9867944371
18,358228.13411184563
39,355059.61228824616
1001,278245.81979660015
2442,229433.21936251837
616,134009.90879770165
2680,12453.495641027373
1414,129144.94883505166
289,148087.22833585468
40,255164.39799124753
860,137789.58718908648
409,127833.6329219921
673,154711.29390936077
2427,195912.03605236084
2036,187908.61542450145
2564,139375.2172031409
642,173377.81909250634
1008,181462.87744942334
1908,158238.6384000147
2519,200704.84699430075
1369,95461.59471647265
2855,150724.62715673287
712,94355.2421213257
1943,100968.95836388863
1958,132306.07857688045
107,190028.45947816168
2295,206420.86998123192
704,64435.51655069312
676,140825.22052090458
259,178193.5114173512
93,287313.012719013
106,233928.59751414327
2315,173157.5243505687
1050,102609.5078516217
1095,229693.91519520013
2709,158841.82573495957
758,118719.27950016572
1496,163204.03852203576
2370,118649.9655894832
2458,270282.1580827964
2733,138299.39840323472
161,268775.3375235092
726,154575.3108446605
845,218947.471865153
947,239624.2141340596
2232,69562.79032743315
2563,128988.96599452951
2299,137232.99385549664
211,71098.06727341798
605,175102.3543444707
1478,208356.90983586037
2247,274967.09010459954
2274,211845.49572476628
2869,207252.61709259154
967,209349.58515155638
2656,96819.29616909935
667,204693.80026631206
1042,111986.58579582049
2023,163942.62407339923
2447,356845.0235931125
2055,134441.03142709524
2275,285348.09958867024
2204,172779.96417165437
1563,269242.1784952002
483,251359.98610400152
796,156460.44450957837
1526,151799.70647080304
2042,153330.5798128146
442,343672.05664021784
1693,324693.24219270394
1468,223022.22926539756
1430,191849.26738687066
2605,185658.08724893743
1529,199169.14540829908
335,131654.36051923566
1287,116329.262607577
31,102065.24893392055
1785,284620.41851314896
82,154198.12659724982
2620,126557.05536570944
252,178744.2011284897
721,59517.48925161768
2165,188322.8998395961
2316,204925.18220693627
775,143121.65724354616
1558,105779.56647441641
17,212030.58131203806
1022,233791.42393551045
925,117521.0564586016
438,288442.5158137964
1270,149616.9460153863
1272,109945.38316031193
215,159185.21858280717
266,227593.11249451304
2402,312418.5169543538
1250,129752.26019133229
1984,124229.76986983788
1279,135457.0007768848
377,233966.20791159116
1252,132843.56661203055
2156,250854.8716412608
499,320532.19123921805
1374,135185.35251206576
2898,206539.4265251581
401,104862.71153978124
2721,178587.79840982016
2078,232350.05829440005
2589,122678.41925042047
1946,231790.16208223102
1334,105617.48557319645
2781,223023.5207037772
431,366713.97998199996
576,209533.52117953348
1474,213161.20289585914
2254,131365.7163319082
2155,279102.85223259195
885,112121.703697643
643,139273.72960528432
1944,123200.79738656082
480,209833.32452087908
2845,108213.3236417671
2387,316558.81016431446
2407,231885.37919033243
2527,170828.88189798646
2514,159857.8244144431
629,163939.810430857
80,199340.56792154405
1876,132601.47309297518
1546,105785.31097222086
2518,174527.39002314248
2347,167878.89889863867
783,212764.2391867811
1322,40718.48123372422
194,76772.17307752966
1770,297676.73832516716
2143,161740.40121255186
1229,210017.72147873967
511,266253.42362450995
46,252901.60319372482
1348,154611.5266956649
2465,186310.33810639984
387,228611.75923623794
873,228503.85021640893
1918,111894.93255421435
2764,239622.92074761377
2184,112713.26451087913
934,155970.81819197658
1920,120158.16571998133
2631,143666.4600895132
1768,450456.42707507143
2040,109504.44224861561
1749,230486.17614352365
834,247594.73523595143
1457,225262.89606439095
79,118635.03007208282
2302,117076.90718799915
1817,149258.56281350373
2755,231383.63706045214
359,181370.75034996145
2059,106592.65007262702
2092,240882.85192403808
2516,210867.62569083975
150,93107.61962870316
1656,148450.01564195196
83,100157.26223118343
2411,194920.43717943988
795,68046.71222413548
2312,218569.27174004665
2917,89342.23915065054
1624,179572.30089879545
2215,257612.84045410715
1211,149831.37391053862
1485,183969.55463388536
1024,188334.48388571767
570,200055.8147806056
2874,142007.4357638596
700,155101.5160755794
2756,201757.38402070134
2022,160025.86305255003
583,209067.628399542
2392,363301.6099832068
2424,198865.270060459
212,74463.21374769237
736,117387.8992730555
1610,175728.79774857033
890,129260.27595034892
467,192608.1478320324
578,209850.29728958837
1747,207972.84320640558
1149,171532.91205754186
2758,238715.30492411542
857,136230.1045097802
2219,251386.92281054222
733,87080.86127198626
2909,121756.62628464121
1798,254039.4944630249
235,138055.7172457786
2366,134305.80987351117
1027,127092.15928614838
1195,149491.9477152107
1303,27831.852610209084
148,171160.64993235708
608,148597.1996746902
2515,203166.02722304402
821,277270.3721807177
2500,282797.5032787977
745,97923.41718285241
741,115152.62952141697
1611,172564.82840391522
2532,136898.90719589306
1081,236301.668056775
1692,386580.39553436695
2520,202327.76327255674
276,84442.58484676428
1992,129398.29269572799
663,13004.096197562874
418,121186.60366045279
1733,195845.28208138925
2359,142812.87607807288
253,191704.3671537548
1518,176881.22347015224
2035,145508.37219915804
2919,42025.73985707987
1540,219781.30337538174
2120,140435.54883999366
1674,184473.63050702534
256,146611.5795758557
2361,88413.39736293211
978,89020.93135737022
2280,140461.54558365466
2095,230278.1005949616
1709,333098.83868849766
2801,235135.29631276583
1246,116083.0995083473
2373,101633.60183427461
1055,291056.79890714854
2017,129155.30334577867
1099,289488.23978247994
1344,67287.83430688111
835,184399.2480805012
1117,207075.11803454187
2043,64541.84469931395
2085,124683.7477338558
410,155960.83876410004
2650,104769.80101191433
2867,151423.33027445438
1668,104763.89254693412
1161,171579.1148768828
2122,184540.04927413224
2539,144451.40950663344
1047,129706.51009871744
1445,134672.18382889143
541,98964.72438212651
569,206765.70863716907
1276,134817.23046252137
918,135459.23386303848
326,168875.56522720295
1936,124291.3812768427
895,103133.15902377173
257,151161.88502983836
1241,170718.63261970587
1545,113566.5257438969
1189,178520.8812975237
270,161258.0339586832
2066,215432.93325456383
693,105928.72097406758
1259,165329.32467555744
2916,159254.34454958886
2321,288686.81263925345
1977,89937.12172675577
1895,149293.18508372485
1240,165015.38575447214
85,159890.42863869847
1823,111057.20666313554
825,277306.2476685571
110,224894.2760458666
697,120238.11983409982
2297,79650.307152704
1231,130270.46457609325
1355,133377.1844836609
968,328424.3239914576
584,217718.22239530788
1315,103600.12004874092
1606,132841.1085425343
206,105567.10954715262
1685,354146.9544974917
2016,118129.84542229938
869,199785.94977088732
2135,123051.1823601852
2346,186486.68294117416
2430,244561.27868827604
2198,66186.1047225296
2652,133511.39134607895
27,111587.12928117339
241,171566.46733707213
906,125756.52615109622
1506,91056.14613692291
2098,335008.3483342706
1435,219685.47371223493
2213,130453.90811589398
1274,138661.18244542537
743,-11623.793781810964
1737,200549.14629406424
2797,265758.63159866905
2185,30931.02320646905
58,181246.1844150429
830,212001.33756831818
808,115722.8136350145
680,139290.70404925986
1153,113747.35105394939
1291,137949.95112076128
1818,158790.9947596073
2161,185822.2207698065
1883,114561.83134985273
350,336385.3385849744
2473,109349.40574962414
295,184433.61092031488
293,204949.61901169768
859,133342.55278449683
288,76288.16384539039
1578,154309.5072981761
102,187086.1192045523
2831,169298.14052061102
1030,153083.05204848264
2551,140748.90809673897
1286,164130.02956803085
958,321372.2186969264
776,133133.33594598246
72,218880.12455225957
2263,261083.50722428918
1866,154293.64309618092
2876,59866.302956297746
2146,238093.99125287848
103,192315.34825617156
1500,154264.7833731689
492,184636.67202218762
167,125581.58880899387
2597,112935.8058026659
2685,106937.56268201674
1035,142392.71133573173
1220,53148.68124421287
2602,158828.91413732164
2159,218310.2817422321
695,158995.54787095936
1109,265736.8161372271
640,191576.64339102939
1652,163465.79248615206
2090,178618.2437029568
1188,168021.60102399095
2345,222510.12560793172
1059,380518.37773584865
2751,218568.08028914084
128,194997.25362125415
1523,194104.88799983758
2925,171805.0739759127
2145,260622.6667107442
1121,207339.24444885144
566,250555.6943071631
565,253890.32565125864
1331,138901.85046743863
2928,90494.47846672076
156,132918.92872099878
797,149518.50462550006
327,90375.56432205615
2859,147107.9452258435
1453,113853.1638019245
1762,336392.46206993447
1868,204301.31199487793
1760,171839.53875621673
1113,240468.9163897878
1812,193766.63199984145
117,143185.7122408202
1142,205993.22732488724
2342,396432.74120971764
927,140709.65630128188
2478,168975.7090009064
655,63761.284054764474
2064,127990.56219309708
369,299207.1622914086
2239,120970.60279282552
2732,202163.17246793854
1653,164948.15253278805
959,211357.72069202736
2395,346247.24646340025
1412,78838.66933006728
271,257447.8039878623
1484,174748.00320099227
1497,147384.49901720835
552,145711.87459025264
2,120727.0300433569
1855,281080.36063352955
4,259137.7274226956
2292,161203.69675251437
134,138064.82139989763
646,93279.50741602018
42,316320.8482116627
532,210363.28275928705
713,75230.28548363327
2561,135582.2160433381
2360,136893.7039088028
1333,123541.58585589362
1407,208126.09707563906
2892,290825.60230891005
574,218896.594297553
1227,208372.04022729467
2591,225293.36386550372
1476,218439.53074864688
1125,257936.652663298
1446,148537.42788592775
408,113052.39410637144
1101,308618.51579803723
2251,201011.5506386192
373,189324.58519016852
2554,127633.55749886265
2382,280082.01015688997
1985,71623.16286457755
519,216460.0662650657
1093,185329.20172785013
864,253985.9277446338
2889,150127.90597899994
2308,180015.41058090926
986,143842.70215700447
1302,134536.74446793747
585,147890.70954321517
2708,139993.8722789588
147,128692.91519530199
1441,227838.4786672304
383,189554.57327329527
285,172180.28210824172
181,108291.31329057191
358,192879.00196698777
780,184063.9251701822
258,187713.8467225983
1865,195787.1477077164
692,110436.2770874752
2902,299546.9896278493
508,236473.7634433323
2638,129043.18370441778
36,149950.95808141725
611,174408.9083719909
2281,158308.63788564288
1678,138361.97848856403
1696,397042.0189387522
1557,55925.77711520577
2180,155973.9128584813
1726,256068.19824703794
951,151623.04319184012
267,227573.4852093631
2706,124836.3749519042
2221,217265.97569166427
1357,132601.92484255583
2901,282144.1815127684
347,181363.5706816411
2164,204655.47279954498
1586,299114.14645930426
360,160391.95668058482
1769,256691.18983157226
2617,162689.70357980864
1879,159594.22562505625
991,201071.8962066472
1535,123642.45435324931
1191,148175.96034739935
1579,219343.73348237632
1882,135624.7554754395
1510,125474.27574196516
2196,154936.5665632296
1845,178794.41284486227
2336,391149.7679026492
942,83629.079037254
861,127427.98014692639
2555,101888.30026768536
1392,161780.58238135278
2099,251569.50888992776
1543,125777.33302436193
948,247457.12008222548
1239,166781.72106886975
22,200324.31757003468
2796,226629.96595683767
2747,189305.67546188142
92,291221.46992187924
210,169421.51271494396
1858,214968.33490135553
2228,162980.6620525528
447,234893.44714071532
827,241200.08717712743
1649,228277.0168632227
682,125934.38385796579
2698,111579.61694320198
494,168984.79187234904
214,74261.14223062746
2441,224287.93874332882
2679,100394.77449763342
1336,124018.68883448598
465,201083.8363212685
1524,145842.68522003538
2543,120325.95417816803
631,140780.17563882106
2452,320247.86831735045
228,170242.230774943
126,150610.79825459243
1092,249930.6076588908
1122,192886.77088711524
932,197936.28368369432
1980,85627.83786460574
2171,139128.25909102635
551,145689.36530718242
2768,163260.62936005185
2056,106291.52749011396
1159,354486.2391492118
2645,131366.11536929884
1174,185265.6609723159
2266,214058.57511612767
2462,324594.6665529576
1219,143996.4151977704
2922,183703.85509318314
118,145886.22558719516
474,190907.03206758227
2576,149235.30852226188
872,279129.66817637504
1077,255194.81733231456
1536,135203.4005104201
1150,134942.71465478124
2341,317385.4810342685
1931,145418.7698422418
2785,128166.95087958427
2538,122201.02868867863
597,193376.37319164816
464,224225.8487985323
233,226820.60490158352
2169,145658.6269784396
2123,171459.43200259845
1867,155482.9014938826
137,245648.92781575225
515,215527.11675712766
933,115004.6037023912
2784,155515.22910184608
972,168129.1531169725
599,156705.8748707169
2614,131450.37068436676
2582,148652.07851893158
1409,182140.9908799934
175,111282.55651280371
352,241405.68929413275
976,103324.91121354215
2134,197522.01433664633
984,77637.21682807132
2396,339277.93697713304
1673,148880.50413555416
404,117264.84787615773
607,167558.89429445373
814,178601.41138978724
868,189124.31524108446
2271,191562.14976216032
1633,274425.1954409974
337,183617.90359479786
2765,175809.41623207674
1746,255677.4374769188
368,323421.8392464679
2806,208234.20448667038
1662,177350.54641363723
1234,220932.43225008153
1373,135184.9895001531
1672,101746.58617472615
1939,123519.17516174246
